STATION,DATE,PRCP,TMAX,TMIN,ABay.WL
GOUVERNUERS & WATERTOWN,1/10/2008,6.5,103,-22.5,74.42
GOUVERNUERS & WATERTOWN,1/11/2008,162.5,77.5,-13.5,74.442
GOUVERNUERS & WATERTOWN,1/12/2008,0,52.5,-8.5,74.468
GOUVERNUERS & WATERTOWN,1/13/2008,0,47.5,-55.5,74.388
GOUVERNUERS & WATERTOWN,1/14/2008,18,11,-47.5,74.432
GOUVERNUERS & WATERTOWN,1/15/2008,19.5,-19.5,-97,74.454
GOUVERNUERS & WATERTOWN,1/16/2008,0,-8.5,-155.5,74.476
GOUVERNUERS & WATERTOWN,1/17/2008,0,8.5,-91.5,74.493
GOUVERNUERS & WATERTOWN,1/18/2008,14,25,-91.5,74.602
GOUVERNUERS & WATERTOWN,1/19/2008,11.5,-8.5,-92,74.571
GOUVERNUERS & WATERTOWN,1/20/2008,5,-55.5,-208.5,74.533
GOUVERNUERS & WATERTOWN,1/21/2008,7.5,-72,-214,74.535
GOUVERNUERS & WATERTOWN,1/22/2008,9,-33.5,-136,74.576
GOUVERNUERS & WATERTOWN,1/23/2008,16.5,-28,-119.5,74.555
GOUVERNUERS & WATERTOWN,1/24/2008,1.5,-72,-180.5,74.515
GOUVERNUERS & WATERTOWN,1/25/2008,0,-42,-172,74.563
GOUVERNUERS & WATERTOWN,1/26/2008,0,-25,-89,74.517
GOUVERNUERS & WATERTOWN,1/27/2008,1.5,-27.5,-94.5,74.508
GOUVERNUERS & WATERTOWN,1/28/2008,0,-8,-133.5,74.5
GOUVERNUERS & WATERTOWN,1/29/2008,26.5,47,-111,74.503
GOUVERNUERS & WATERTOWN,1/30/2008,38.5,83.5,-80.5,74.695
GOUVERNUERS & WATERTOWN,1/31/2008,51,5.5,-125,74.549
GOUVERNUERS & WATERTOWN,2/1/2008,156.5,-22.5,-114,74.461
GOUVERNUERS & WATERTOWN,2/2/2008,193,-8.5,-55.5,74.552
GOUVERNUERS & WATERTOWN,2/3/2008,7.5,-5.5,-41.5,74.528
GOUVERNUERS & WATERTOWN,2/4/2008,1.5,11,-39,74.493
GOUVERNUERS & WATERTOWN,2/5/2008,72.5,61,-11,74.537
GOUVERNUERS & WATERTOWN,2/6/2008,108,41.5,-30.5,74.468
GOUVERNUERS & WATERTOWN,2/7/2008,9,-38.5,-100,74.548
GOUVERNUERS & WATERTOWN,2/8/2008,0,-25,-86,74.585
GOUVERNUERS & WATERTOWN,2/9/2008,14,5.5,-69.5,74.584
GOUVERNUERS & WATERTOWN,2/10/2008,7.5,3,-117,74.68
GOUVERNUERS & WATERTOWN,2/11/2008,0,-114,-211,74.645
GOUVERNUERS & WATERTOWN,2/12/2008,115.5,-33.5,-267,74.576
GOUVERNUERS & WATERTOWN,2/13/2008,37,11.5,-136,74.642
GOUVERNUERS & WATERTOWN,2/14/2008,0,8.5,-244.5,74.622
GOUVERNUERS & WATERTOWN,2/15/2008,10,5.5,-178,74.647
GOUVERNUERS & WATERTOWN,2/16/2008,0,-22,-219.5,74.609
GOUVERNUERS & WATERTOWN,2/17/2008,19,41.5,-164,74.611
GOUVERNUERS & WATERTOWN,2/18/2008,47,105.5,-2.5,74.659
GOUVERNUERS & WATERTOWN,2/19/2008,9,39,-66.5,74.699
GOUVERNUERS & WATERTOWN,2/20/2008,2.5,-39,-164,74.678
GOUVERNUERS & WATERTOWN,2/21/2008,0,-58.5,-222.5,74.656
GOUVERNUERS & WATERTOWN,2/22/2008,4,-41.5,-130.5,74.637
GOUVERNUERS & WATERTOWN,2/23/2008,16.5,-27.5,-103,74.644
GOUVERNUERS & WATERTOWN,2/24/2008,0,3,-161,74.654
GOUVERNUERS & WATERTOWN,2/25/2008,0,-8,-83,74.656
GOUVERNUERS & WATERTOWN,2/26/2008,10,6,-55.5,74.63
GOUVERNUERS & WATERTOWN,2/27/2008,33.5,-13.5,-144.5,74.651
GOUVERNUERS & WATERTOWN,2/28/2008,0,-116.5,-261.5,74.644
GOUVERNUERS & WATERTOWN,2/29/2008,1.5,-69.5,-283.5,74.612
GOUVERNUERS & WATERTOWN,3/1/2008,5.5,0,-183.5,74.683
GOUVERNUERS & WATERTOWN,3/2/2008,2.5,3,-172,74.627
GOUVERNUERS & WATERTOWN,3/3/2008,4,80.5,-39,74.639
GOUVERNUERS & WATERTOWN,3/4/2008,18,111,-19.5,74.629
GOUVERNUERS & WATERTOWN,3/5/2008,190.5,-2.5,-69.5,74.646
GOUVERNUERS & WATERTOWN,3/6/2008,0,5.5,-64,74.661
GOUVERNUERS & WATERTOWN,3/7/2008,26.5,36,-72.5,74.651
GOUVERNUERS & WATERTOWN,3/8/2008,137,22,-72.5,74.615
GOUVERNUERS & WATERTOWN,3/9/2008,94,-41.5,-131,74.742
GOUVERNUERS & WATERTOWN,3/10/2008,0,-52.5,-242,74.697
GOUVERNUERS & WATERTOWN,3/11/2008,0,-13.5,-211,74.706
GOUVERNUERS & WATERTOWN,3/12/2008,14,8.5,-161,74.718
GOUVERNUERS & WATERTOWN,3/13/2008,1.5,5.5,-191.5,74.67
GOUVERNUERS & WATERTOWN,3/14/2008,1.5,41.5,-119,74.695
GOUVERNUERS & WATERTOWN,3/15/2008,0,66.5,-36.5,74.711
GOUVERNUERS & WATERTOWN,3/16/2008,0,30.5,-25,74.71
GOUVERNUERS & WATERTOWN,3/17/2008,0,11.5,-103,74.694
GOUVERNUERS & WATERTOWN,3/18/2008,21.5,30.5,-94.5,74.681
GOUVERNUERS & WATERTOWN,3/19/2008,117,64,-25,74.731
GOUVERNUERS & WATERTOWN,3/20/2008,9,22.5,-25,74.79
GOUVERNUERS & WATERTOWN,3/21/2008,1.5,8,-94.5,74.778
GOUVERNUERS & WATERTOWN,3/22/2008,0,-11.5,-119.5,74.779
GOUVERNUERS & WATERTOWN,3/23/2008,0,-22,-119.5,74.762
GOUVERNUERS & WATERTOWN,3/24/2008,0,-28,-94.5,74.762
GOUVERNUERS & WATERTOWN,3/25/2008,21.5,22.5,-116.5,74.782
GOUVERNUERS & WATERTOWN,3/26/2008,3,38.5,-64,74.805
GOUVERNUERS & WATERTOWN,3/27/2008,0,50,-16.5,74.793
GOUVERNUERS & WATERTOWN,3/28/2008,2.5,30.5,-36,74.783
GOUVERNUERS & WATERTOWN,3/29/2008,0,-14,-97,74.783
GOUVERNUERS & WATERTOWN,3/30/2008,0,64,-133,74.768
GOUVERNUERS & WATERTOWN,3/31/2008,40.5,86,-47,74.804
GOUVERNUERS & WATERTOWN,4/1/2008,18,142,-5.5,74.883
GOUVERNUERS & WATERTOWN,4/2/2008,38,83.5,-41.5,74.882
GOUVERNUERS & WATERTOWN,4/3/2008,0,100,-38.5,74.862
GOUVERNUERS & WATERTOWN,4/4/2008,67.5,83.5,-5.5,74.853
GOUVERNUERS & WATERTOWN,4/5/2008,72.5,63.5,0,74.896
GOUVERNUERS & WATERTOWN,4/6/2008,0,133.5,-14,74.878
GOUVERNUERS & WATERTOWN,4/7/2008,0,153,-33,74.883
GOUVERNUERS & WATERTOWN,4/8/2008,0,164,16.5,74.921
GOUVERNUERS & WATERTOWN,4/9/2008,0,189,42,74.953
GOUVERNUERS & WATERTOWN,4/10/2008,0,139,8,74.988
GOUVERNUERS & WATERTOWN,4/11/2008,84,108,-6,74.922
GOUVERNUERS & WATERTOWN,4/12/2008,187.5,52.5,16.5,75.018
GOUVERNUERS & WATERTOWN,4/13/2008,19.5,58.5,0,75.063
GOUVERNUERS & WATERTOWN,4/14/2008,0,83.5,-8.5,75.093
GOUVERNUERS & WATERTOWN,4/15/2008,0,97,-61,75.106
GOUVERNUERS & WATERTOWN,4/16/2008,0,141.5,0,75.1
GOUVERNUERS & WATERTOWN,4/17/2008,0,192,25,75.099
GOUVERNUERS & WATERTOWN,4/18/2008,0,239,22,75.104
GOUVERNUERS & WATERTOWN,4/19/2008,0,278,39,75.086
GOUVERNUERS & WATERTOWN,4/20/2008,0,272.5,75,75.096
GOUVERNUERS & WATERTOWN,4/21/2008,0,264,64,75.104
GOUVERNUERS & WATERTOWN,4/22/2008,0,252.5,67,75.117
GOUVERNUERS & WATERTOWN,4/23/2008,1.5,236,78,75.146
GOUVERNUERS & WATERTOWN,4/24/2008,0,214,39,75.149
GOUVERNUERS & WATERTOWN,4/25/2008,0,228,3,75.132
GOUVERNUERS & WATERTOWN,4/26/2008,113.5,264,61,75.14
GOUVERNUERS & WATERTOWN,4/27/2008,43,230.5,47,75.151
GOUVERNUERS & WATERTOWN,4/28/2008,105.5,172,52.5,75.182
GOUVERNUERS & WATERTOWN,4/29/2008,95.5,105.5,22.5,75.192
GOUVERNUERS & WATERTOWN,4/30/2008,0,97,-2.5,75.189
GOUVERNUERS & WATERTOWN,5/1/2008,0,119.5,-8.5,75.157
GOUVERNUERS & WATERTOWN,5/2/2008,28,139,42,75.119
GOUVERNUERS & WATERTOWN,5/3/2008,19,180.5,78,75.152
GOUVERNUERS & WATERTOWN,5/4/2008,10.5,180.5,66.5,75.217
GOUVERNUERS & WATERTOWN,5/5/2008,0,147,0,75.177
GOUVERNUERS & WATERTOWN,5/6/2008,0,166.5,42,75.201
GOUVERNUERS & WATERTOWN,5/7/2008,28,200,8,75.162
GOUVERNUERS & WATERTOWN,5/8/2008,50.5,156,14,75.205
GOUVERNUERS & WATERTOWN,5/9/2008,0,183.5,3,75.149
GOUVERNUERS & WATERTOWN,5/10/2008,0,175,16.5,75.166
GOUVERNUERS & WATERTOWN,5/11/2008,0,205.5,8.5,75.139
GOUVERNUERS & WATERTOWN,5/12/2008,0,214,36,75.14
GOUVERNUERS & WATERTOWN,5/13/2008,0,205.5,19.5,75.147
GOUVERNUERS & WATERTOWN,5/14/2008,1.5,239,22.5,75.135
GOUVERNUERS & WATERTOWN,5/15/2008,38,216.5,33.5,75.152
GOUVERNUERS & WATERTOWN,5/16/2008,0,180.5,30.5,75.129
GOUVERNUERS & WATERTOWN,5/17/2008,5,191.5,39,75.144
GOUVERNUERS & WATERTOWN,5/18/2008,39.5,172,41.5,75.15
GOUVERNUERS & WATERTOWN,5/19/2008,58.5,125,50,75.221
GOUVERNUERS & WATERTOWN,5/20/2008,35.5,131,41.5,75.154
GOUVERNUERS & WATERTOWN,5/21/2008,6.5,133.5,47,75.165
GOUVERNUERS & WATERTOWN,5/22/2008,35.5,111.5,55.5,75.149
GOUVERNUERS & WATERTOWN,5/23/2008,49.5,142,50,75.139
GOUVERNUERS & WATERTOWN,5/24/2008,6.5,158.5,30.5,75.13
GOUVERNUERS & WATERTOWN,5/25/2008,0,178,11.5,75.107
GOUVERNUERS & WATERTOWN,5/26/2008,68.5,227.5,72,75.099
GOUVERNUERS & WATERTOWN,5/27/2008,19,200,58.5,75.089
GOUVERNUERS & WATERTOWN,5/28/2008,0,139,-5.5,75.088
GOUVERNUERS & WATERTOWN,5/29/2008,0,167,28,75.111
GOUVERNUERS & WATERTOWN,5/30/2008,0,197.5,55.5,75.054
GOUVERNUERS & WATERTOWN,5/31/2008,176.5,211,91.5,75.081
GOUVERNUERS & WATERTOWN,6/1/2008,53.5,186,108.5,75.097
GOUVERNUERS & WATERTOWN,6/2/2008,0,180.5,100,75.078
GOUVERNUERS & WATERTOWN,6/3/2008,20.5,194.5,114,75.044
GOUVERNUERS & WATERTOWN,6/4/2008,29.5,200,138.5,75.006
GOUVERNUERS & WATERTOWN,6/5/2008,12.5,239,125,75.01
GOUVERNUERS & WATERTOWN,6/6/2008,300,277.5,166.5,75.037
GOUVERNUERS & WATERTOWN,6/7/2008,0,278,194.5,75.054
GOUVERNUERS & WATERTOWN,6/8/2008,0,277.5,200,75.056
GOUVERNUERS & WATERTOWN,6/9/2008,1.5,297.5,180.5,75.052
GOUVERNUERS & WATERTOWN,6/10/2008,35.5,300,169.5,75.059
GOUVERNUERS & WATERTOWN,6/11/2008,12.5,261,133,75.068
GOUVERNUERS & WATERTOWN,6/12/2008,0,238.5,97,75.027
GOUVERNUERS & WATERTOWN,6/13/2008,0,272,94.5,75.021
GOUVERNUERS & WATERTOWN,6/14/2008,0,281,152.5,75.049
GOUVERNUERS & WATERTOWN,6/15/2008,18,275,150,75.041
GOUVERNUERS & WATERTOWN,6/16/2008,0,255.5,144.5,75.043
GOUVERNUERS & WATERTOWN,6/17/2008,2.5,214,116.5,75.073
GOUVERNUERS & WATERTOWN,6/18/2008,5.5,180.5,114,75.054
GOUVERNUERS & WATERTOWN,6/19/2008,73.5,189,122.5,75.059
GOUVERNUERS & WATERTOWN,6/20/2008,47,203,114,75.039
GOUVERNUERS & WATERTOWN,6/21/2008,0,233.5,119.5,75.02
GOUVERNUERS & WATERTOWN,6/22/2008,10,239,133.5,75.02
GOUVERNUERS & WATERTOWN,6/23/2008,65,230.5,122.5,75.014
GOUVERNUERS & WATERTOWN,6/24/2008,33,225,117,75.016
GOUVERNUERS & WATERTOWN,6/25/2008,0,250,141.5,75.008
GOUVERNUERS & WATERTOWN,6/26/2008,9,247,150,75.005
GOUVERNUERS & WATERTOWN,6/27/2008,315,244.5,175,75.001
GOUVERNUERS & WATERTOWN,6/28/2008,62,261.5,158.5,74.992
GOUVERNUERS & WATERTOWN,6/29/2008,122,269.5,164,75.02
GOUVERNUERS & WATERTOWN,6/30/2008,58.5,263.5,161,75.03
GOUVERNUERS & WATERTOWN,7/1/2008,0,241.5,133,75.022
GOUVERNUERS & WATERTOWN,7/2/2008,0,261.5,119.5,75.024
GOUVERNUERS & WATERTOWN,7/3/2008,46,244.5,122,75.036
GOUVERNUERS & WATERTOWN,7/4/2008,0,222,106,75.01
GOUVERNUERS & WATERTOWN,7/5/2008,0,244,89,75.002
GOUVERNUERS & WATERTOWN,7/6/2008,0,261,111,74.989
GOUVERNUERS & WATERTOWN,7/7/2008,0,272,150,74.984
GOUVERNUERS & WATERTOWN,7/8/2008,18,300,153,74.976
GOUVERNUERS & WATERTOWN,7/9/2008,43,280.5,166.5,74.995
GOUVERNUERS & WATERTOWN,7/10/2008,23,239,141.5,74.997
GOUVERNUERS & WATERTOWN,7/11/2008,4,230.5,133.5,74.955
GOUVERNUERS & WATERTOWN,7/12/2008,1.5,258.5,114,74.96
GOUVERNUERS & WATERTOWN,7/13/2008,80,280.5,164,74.99
GOUVERNUERS & WATERTOWN,7/14/2008,38,241.5,144,74.996
GOUVERNUERS & WATERTOWN,7/15/2008,0,230.5,122,74.968
GOUVERNUERS & WATERTOWN,7/16/2008,90,247,125,74.967
GOUVERNUERS & WATERTOWN,7/17/2008,0,269.5,161,74.95
GOUVERNUERS & WATERTOWN,7/18/2008,0,283.5,200,74.955
GOUVERNUERS & WATERTOWN,7/19/2008,19.5,275,217,74.952
GOUVERNUERS & WATERTOWN,7/20/2008,204.5,255.5,183.5,74.956
GOUVERNUERS & WATERTOWN,7/21/2008,77.5,244.5,164,74.966
GOUVERNUERS & WATERTOWN,7/22/2008,0,261,130.5,74.961
GOUVERNUERS & WATERTOWN,7/23/2008,9,247.5,133.5,74.954
GOUVERNUERS & WATERTOWN,7/24/2008,33,239,172.5,74.996
GOUVERNUERS & WATERTOWN,7/25/2008,192,250,150,75.008
GOUVERNUERS & WATERTOWN,7/26/2008,92.5,256,150,75.009
GOUVERNUERS & WATERTOWN,7/27/2008,28,250,136,75.01
GOUVERNUERS & WATERTOWN,7/28/2008,0,250,161.5,75.014
GOUVERNUERS & WATERTOWN,7/29/2008,155,250,144,75.006
GOUVERNUERS & WATERTOWN,7/30/2008,7.5,247,133,74.994
GOUVERNUERS & WATERTOWN,7/31/2008,19,244.5,164,75.018
GOUVERNUERS & WATERTOWN,8/1/2008,0,253,164,75.01
GOUVERNUERS & WATERTOWN,8/2/2008,31.5,250,161.5,74.992
GOUVERNUERS & WATERTOWN,8/3/2008,65,236,153,74.984
GOUVERNUERS & WATERTOWN,8/4/2008,2.5,247.5,147,74.978
GOUVERNUERS & WATERTOWN,8/5/2008,137,269.5,158,74.958
GOUVERNUERS & WATERTOWN,8/6/2008,81.5,277.5,164,74.982
GOUVERNUERS & WATERTOWN,8/7/2008,82.5,253,147.5,74.967
GOUVERNUERS & WATERTOWN,8/8/2008,87.5,228,141.5,74.968
GOUVERNUERS & WATERTOWN,8/9/2008,44.5,213.5,130.5,74.961
GOUVERNUERS & WATERTOWN,8/10/2008,35.5,222.5,144.5,74.97
GOUVERNUERS & WATERTOWN,8/11/2008,16.5,233,138.5,74.961
GOUVERNUERS & WATERTOWN,8/12/2008,0,230.5,117,74.959
GOUVERNUERS & WATERTOWN,8/13/2008,43,230.5,94.5,74.959
GOUVERNUERS & WATERTOWN,8/14/2008,44.5,225,83.5,74.95
GOUVERNUERS & WATERTOWN,8/15/2008,5,227.5,100,74.939
GOUVERNUERS & WATERTOWN,8/16/2008,10,233.5,105.5,74.952
GOUVERNUERS & WATERTOWN,8/17/2008,0,241.5,142,74.942
GOUVERNUERS & WATERTOWN,8/18/2008,33,261,175,74.958
GOUVERNUERS & WATERTOWN,8/19/2008,152,228,92,74.9
GOUVERNUERS & WATERTOWN,8/20/2008,0,197.5,56,74.906
GOUVERNUERS & WATERTOWN,8/21/2008,0,230.5,72,74.892
GOUVERNUERS & WATERTOWN,8/22/2008,0,275,105.5,74.878
GOUVERNUERS & WATERTOWN,8/23/2008,0,292,175,74.879
GOUVERNUERS & WATERTOWN,8/24/2008,98,280.5,183.5,74.881
GOUVERNUERS & WATERTOWN,8/25/2008,7.5,239,111,74.846
GOUVERNUERS & WATERTOWN,8/26/2008,0,205.5,50,74.816
GOUVERNUERS & WATERTOWN,8/27/2008,0,233,61,74.795
GOUVERNUERS & WATERTOWN,8/28/2008,0,258.5,108.5,74.786
GOUVERNUERS & WATERTOWN,8/29/2008,5,239,147,74.8
GOUVERNUERS & WATERTOWN,8/30/2008,49.5,219.5,166.5,74.803
GOUVERNUERS & WATERTOWN,8/31/2008,0,256,100,74.778
GOUVERNUERS & WATERTOWN,9/1/2008,0,258.5,97,74.764
GOUVERNUERS & WATERTOWN,9/2/2008,0,269.5,100,74.76
GOUVERNUERS & WATERTOWN,9/3/2008,0,278,116.5,74.763
GOUVERNUERS & WATERTOWN,9/4/2008,7.5,269.5,155.5,74.743
GOUVERNUERS & WATERTOWN,9/5/2008,0,283.5,186,74.757
GOUVERNUERS & WATERTOWN,9/6/2008,1.5,267,180.5,74.739
GOUVERNUERS & WATERTOWN,9/7/2008,33,208.5,105.5,74.717
GOUVERNUERS & WATERTOWN,9/8/2008,24,211,119.5,74.736
GOUVERNUERS & WATERTOWN,9/9/2008,35.5,208.5,100,74.724
GOUVERNUERS & WATERTOWN,9/10/2008,25.5,189,39,74.694
GOUVERNUERS & WATERTOWN,9/11/2008,0,208,25,74.674
GOUVERNUERS & WATERTOWN,9/12/2008,107,205.5,97.5,74.709
GOUVERNUERS & WATERTOWN,9/13/2008,57.5,213.5,147.5,74.662
GOUVERNUERS & WATERTOWN,9/14/2008,164,272,189,74.683
GOUVERNUERS & WATERTOWN,9/15/2008,24,266.5,122,74.694
GOUVERNUERS & WATERTOWN,9/16/2008,4,197,44.5,74.682
GOUVERNUERS & WATERTOWN,9/17/2008,0,189,61,74.702
GOUVERNUERS & WATERTOWN,9/18/2008,0,183.5,39,74.63
GOUVERNUERS & WATERTOWN,9/19/2008,0,172.5,-8.5,74.637
GOUVERNUERS & WATERTOWN,9/20/2008,0,205.5,53,74.655
GOUVERNUERS & WATERTOWN,9/21/2008,4,197,52.5,74.588
GOUVERNUERS & WATERTOWN,9/22/2008,0,175,5.5,74.57
GOUVERNUERS & WATERTOWN,9/23/2008,0,192,5.5,74.567
GOUVERNUERS & WATERTOWN,9/24/2008,0,219.5,25,74.561
GOUVERNUERS & WATERTOWN,9/25/2008,0,239,64,74.553
GOUVERNUERS & WATERTOWN,9/26/2008,21.5,216.5,61.5,74.518
GOUVERNUERS & WATERTOWN,9/27/2008,24,191.5,100,74.516
GOUVERNUERS & WATERTOWN,9/28/2008,60,186,105.5,74.519
GOUVERNUERS & WATERTOWN,9/29/2008,19,155.5,108.5,74.51
GOUVERNUERS & WATERTOWN,9/30/2008,37,150,100,74.519
GOUVERNUERS & WATERTOWN,10/1/2008,139.5,166.5,103,74.526
GOUVERNUERS & WATERTOWN,10/2/2008,79,125,72,74.549
GOUVERNUERS & WATERTOWN,10/3/2008,118,119.5,56,74.561
GOUVERNUERS & WATERTOWN,10/4/2008,4,125,22.5,74.546
GOUVERNUERS & WATERTOWN,10/5/2008,2.5,130.5,47.5,74.533
GOUVERNUERS & WATERTOWN,10/6/2008,1.5,133,16.5,74.499
GOUVERNUERS & WATERTOWN,10/7/2008,0,139,-25,74.487
GOUVERNUERS & WATERTOWN,10/8/2008,53.5,172.5,-14,74.486
GOUVERNUERS & WATERTOWN,10/9/2008,49.5,194.5,47.5,74.546
GOUVERNUERS & WATERTOWN,10/10/2008,0,175,28,74.5
GOUVERNUERS & WATERTOWN,10/11/2008,0,183.5,25,74.473
GOUVERNUERS & WATERTOWN,10/12/2008,0,205.5,22.5,74.456
GOUVERNUERS & WATERTOWN,10/13/2008,0,216.5,55.5,74.466
GOUVERNUERS & WATERTOWN,10/14/2008,0,225,78,74.482
GOUVERNUERS & WATERTOWN,10/15/2008,0,189,14,74.441
GOUVERNUERS & WATERTOWN,10/16/2008,128,158.5,22,74.45
GOUVERNUERS & WATERTOWN,10/17/2008,0,136,-3,74.421
GOUVERNUERS & WATERTOWN,10/18/2008,0,117,-36,74.407
GOUVERNUERS & WATERTOWN,10/19/2008,0,119.5,-55.5,74.407
GOUVERNUERS & WATERTOWN,10/20/2008,1.5,125,-39,74.414
GOUVERNUERS & WATERTOWN,10/21/2008,150,108.5,13.5,74.429
GOUVERNUERS & WATERTOWN,10/22/2008,101.5,72,19.5,74.368
GOUVERNUERS & WATERTOWN,10/23/2008,0,72.5,-22.5,74.368
GOUVERNUERS & WATERTOWN,10/24/2008,0,128,-38.5,74.396
GOUVERNUERS & WATERTOWN,10/25/2008,223.5,114,53,74.429
GOUVERNUERS & WATERTOWN,10/26/2008,249,161,28,74.449
GOUVERNUERS & WATERTOWN,10/27/2008,9,106,33.5,74.443
GOUVERNUERS & WATERTOWN,10/28/2008,120.5,81,22.5,74.413
GOUVERNUERS & WATERTOWN,10/29/2008,146,36,-11,74.448
GOUVERNUERS & WATERTOWN,10/30/2008,7.5,22,-58,74.436
GOUVERNUERS & WATERTOWN,10/31/2008,0,92,-27.5,74.457
GOUVERNUERS & WATERTOWN,11/1/2008,0,64,-27.5,74.374
GOUVERNUERS & WATERTOWN,11/2/2008,0,67,-77.5,74.352
GOUVERNUERS & WATERTOWN,11/3/2008,10,97.5,-16.5,74.403
GOUVERNUERS & WATERTOWN,11/4/2008,6.5,139,61,74.39
GOUVERNUERS & WATERTOWN,11/5/2008,0,163.5,27.5,74.381
GOUVERNUERS & WATERTOWN,11/6/2008,0,200,8.5,74.36
GOUVERNUERS & WATERTOWN,11/7/2008,0,192,14,74.351
GOUVERNUERS & WATERTOWN,11/8/2008,114.5,158.5,52.5,74.384
GOUVERNUERS & WATERTOWN,11/9/2008,67,111,22,74.417
GOUVERNUERS & WATERTOWN,11/10/2008,100.5,53,11.5,74.436
GOUVERNUERS & WATERTOWN,11/11/2008,0,55.5,-5.5,74.385
GOUVERNUERS & WATERTOWN,11/12/2008,0,55.5,-44.5,74.34
GOUVERNUERS & WATERTOWN,11/13/2008,17.5,80.5,-33.5,74.375
GOUVERNUERS & WATERTOWN,11/14/2008,0,136,41.5,74.365
GOUVERNUERS & WATERTOWN,11/15/2008,262.5,144.5,41.5,74.352
GOUVERNUERS & WATERTOWN,11/16/2008,138.5,122,17,74.469
GOUVERNUERS & WATERTOWN,11/17/2008,10,30.5,-38.5,74.394
GOUVERNUERS & WATERTOWN,11/18/2008,1.5,11,-47,74.352
GOUVERNUERS & WATERTOWN,11/19/2008,0,-8.5,-72.5,74.348
GOUVERNUERS & WATERTOWN,11/20/2008,0,-5.5,-72.5,74.347
GOUVERNUERS & WATERTOWN,11/21/2008,1.5,-25,-102.5,74.355
GOUVERNUERS & WATERTOWN,11/22/2008,2.5,-39,-128,74.352
GOUVERNUERS & WATERTOWN,11/23/2008,1.5,-19,-133,74.345
GOUVERNUERS & WATERTOWN,11/24/2008,6.5,19.5,-66.5,74.338
GOUVERNUERS & WATERTOWN,11/25/2008,69.5,39,-14,74.361
GOUVERNUERS & WATERTOWN,11/26/2008,272,19.5,-3,74.407
GOUVERNUERS & WATERTOWN,11/27/2008,100.5,16.5,0,74.4
GOUVERNUERS & WATERTOWN,11/28/2008,37,25,0,74.425
GOUVERNUERS & WATERTOWN,11/29/2008,4,25,-30.5,74.374
GOUVERNUERS & WATERTOWN,11/30/2008,75,22,-36,74.309
GOUVERNUERS & WATERTOWN,12/1/2008,87.5,50,0,74.434
GOUVERNUERS & WATERTOWN,12/2/2008,27.5,53,-2.5,74.477
GOUVERNUERS & WATERTOWN,12/3/2008,4,36,-11,74.438
GOUVERNUERS & WATERTOWN,12/4/2008,7.5,53,-14,74.454
GOUVERNUERS & WATERTOWN,12/5/2008,30.5,19,-53,74.425
GOUVERNUERS & WATERTOWN,12/6/2008,25.5,-17,-67,74.412
GOUVERNUERS & WATERTOWN,12/7/2008,37,-22.5,-133,74.433
GOUVERNUERS & WATERTOWN,12/8/2008,10,-69.5,-258.5,74.336
GOUVERNUERS & WATERTOWN,12/9/2008,31.5,11,-172,74.399
GOUVERNUERS & WATERTOWN,12/10/2008,167.5,83,-80.5,74.367
GOUVERNUERS & WATERTOWN,12/11/2008,7.5,-61,-155.5,74.336
GOUVERNUERS & WATERTOWN,12/12/2008,24,-58.5,-147.5,74.365
GOUVERNUERS & WATERTOWN,12/13/2008,15,-44.5,-275,74.364
GOUVERNUERS & WATERTOWN,12/14/2008,1.5,17,-150,74.427
GOUVERNUERS & WATERTOWN,12/15/2008,55.5,91.5,-25,74.489
GOUVERNUERS & WATERTOWN,12/16/2008,34.5,39,-64,74.397
GOUVERNUERS & WATERTOWN,12/17/2008,72.5,-8.5,-58.5,74.389
GOUVERNUERS & WATERTOWN,12/18/2008,14,-14,-97.5,74.415
GOUVERNUERS & WATERTOWN,12/19/2008,4,-55.5,-142,74.228
GOUVERNUERS & WATERTOWN,12/20/2008,10,-122.5,-191.5,74.318
GOUVERNUERS & WATERTOWN,12/21/2008,49.5,-67,-205.5,74.423
GOUVERNUERS & WATERTOWN,12/22/2008,45.5,-50,-155.5,74.496
GOUVERNUERS & WATERTOWN,12/23/2008,2.5,-72,-233.5,74.46
GOUVERNUERS & WATERTOWN,12/24/2008,54.5,16.5,-83.5,74.53
GOUVERNUERS & WATERTOWN,12/25/2008,52.5,58.5,-81,74.549
GOUVERNUERS & WATERTOWN,12/26/2008,0,22.5,-119.5,74.476
GOUVERNUERS & WATERTOWN,12/27/2008,129.5,89,-50,74.523
GOUVERNUERS & WATERTOWN,12/28/2008,55,139,22.5,74.692
GOUVERNUERS & WATERTOWN,12/29/2008,5.5,86,0,74.597
GOUVERNUERS & WATERTOWN,12/30/2008,0,14,-91.5,74.653
GOUVERNUERS & WATERTOWN,12/31/2008,1.5,-61.5,-144.5,74.536
GOUVERNUERS & WATERTOWN,1/1/2009,0,-114,-191.5,74.579
GOUVERNUERS & WATERTOWN,1/2/2009,16.5,-33.5,-155.5,74.624
GOUVERNUERS & WATERTOWN,1/3/2009,4,-22.5,-130.5,74.623
GOUVERNUERS & WATERTOWN,1/4/2009,7.5,-52.5,-200,74.587
GOUVERNUERS & WATERTOWN,1/5/2009,2.5,-19.5,-100,74.651
GOUVERNUERS & WATERTOWN,1/6/2009,6.5,0,-89,74.615
GOUVERNUERS & WATERTOWN,1/7/2009,108,2.5,-61,74.591
GOUVERNUERS & WATERTOWN,1/8/2009,38,-3,-94.5,74.695
